title,stars,text,sentiment,taste,service,ambience,price,packaging,categories,sentiment_accuracy
Kopi Nako Bandung,5,bagus tempat enak juga worth it,positive,1,0,1,1,0,"taste, ambience, price",correct
Kopi Nako Bandung,5,sangat enak tempat sangat enak minum sangat enak makan wc nya bagus,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,minuman makanan enak tempat nya oke banget banget,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,tempat nya luas dan nyaman enak buat nongkrong minuman nya enak enak,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,suasana sejuk adem asa daerah atas harga jangkau dengan rasa yg mantaaf,positive,1,0,1,1,0,"taste, ambience, price",correct
Kopi Nako Bandung,5,tempat syahdu banget kopi nya mantap recommended banget,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,tempat nyaman buat ngopi ngumpul,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,minuman sama makan enak tempat nyaman pokoknyaa top,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,kopi nako di cabang mana rasa selalu sama tetap tahan ya otentifikasi rasa layan salak ramah affogato bagi saya tetap yg terenakk,positive,1,1,0,0,0,"taste, service",correct
Kopi Nako Bandung,5,tempat ngopi yang asik kopi duren enak wajib coba kesini,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,udah jadi tempat hari ngopi kaya,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,layan bagus bangett makan enak mantap,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,nyaman banget suka,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,layan ramah,positive,0,1,0,0,0,service,correct
Kopi Nako Bandung,5,tempat nyaman,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat enak layan ramah,positive,1,1,1,0,0,"taste, service, ambience",correct
Kopi Nako Bandung,5,tempat enak buat nongkrong barista baik kaya dinda,positive,1,1,1,0,0,"taste, service, ambience",correct
Kopi Nako Bandung,5,enak banget kacau gilaa nyaman banget cozy cuss kesini,positive,1,0,1,0,0,"taste, ambience, facility",correct
Kopi Nako Bandung,5,vibes nya enak deket dari kampus,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,the place is really good and i like the coffee and appetizer you should come here for new experience,positive,1,0,1,0,0,facility,correct
Kopi Nako Bandung,5,tempatnyaa bagus banget instagramble ccok buat ngopi2 santei smbil fto2 dsini,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat cozy kopi dan makan enak comfy banget buat nongki sini,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,cocok buat nongkrong nugas,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,cocok buat nongkrong atau nugas,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat sejuk,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat nyaman harga dan rasa nya mantap dan sahabat,positive,1,0,1,1,0,"taste, ambience, price",correct
Kopi Nako Bandung,5,tempat nyaman enak untuk ngopi bareng teman teman,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,tempat enak teduh dan adem buat yg nyari colok dan wifi aman banget untuk kopi dan makan enak dan jangkau,positive,1,0,1,1,0,"taste, ambience, price",correct
Kopi Nako Bandung,5,enak banyak pohon sejuk,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,nyaman banget ngopi di nako ini adem konsep garden coffee nya dapet banget signature coffee nya juga creamy dan strong mantap all the beverages and service is great keep up the good work,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat asik buat nongkrong dan kopi nya enak,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,kasir friendly baikk tempat bagus sekali,positive,0,1,1,0,0,"service, ambience",correct
Kopi Nako Bandung,5,kasir baik nyoo,positive,0,1,0,0,0,service,correct
Kopi Nako Bandung,5,tempat nyaman,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,makananny enak banget tempat nyaman cozy instagramable,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,tempat nya sangat adem soal banyak pohon dan yang paling penting makanan semua ada sini dari berat ringan sampe cuankie juga ada pelayananya sangat ramah,positive,1,1,1,0,0,"taste, service, ambience",correct
Kopi Nako Bandung,5,makan enak dan tempat chill banget apalagi minum daur baur bestlah pokona can ka bandung lamun can ka nako kopi,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,4,enakeun pokok namah,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,terimakasih untuk susu enak,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,kopi nya enak pelayanya mantab jaya juara poko,positive,1,1,0,0,0,"taste, service",correct
Kopi Nako Bandung,5,kopi enak banyak oleh olehnua,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,enak sama cewe apalagi pas hujan hujan,positive,1,0,1,0,0,taste,correct
Kopi Nako Bandung,5,kopi nyaa enak bngtt makanan nya juga tidak kalah enak pol layan nya ramah ramah,positive,1,1,0,0,0,"taste, service",correct
Kopi Nako Bandung,5,kafe nyaman banget suasana santai enak buat nongkrong,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,minuman nya sangat jos makanan nya enak2 layan nya sangat baik sopan dan rahma2,positive,1,1,0,0,0,"taste, service",correct
Kopi Nako Bandung,5,tempat nyaman bangett buat nongkrong banyak,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,kakak ramah menu minum dan makan banyak dan suka ada promo jugaa,positive,0,1,0,1,0,"service, price",correct
Kopi Nako Bandung,5,tempat nyaman,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,buka pukul 8 pagi cocok untuk yang mau ngopi belum kerja menu makanan cukup agam tempat luas,positive,1,1,1,0,0,"taste, service, ambience",correct
Kopi Nako Bandung,5,tempat nyaman pas buat kumpul bareung teman lama sambil minum kopi,positive,1,1,1,0,0,"taste, service, ambience",correct
Kopi Nako Bandung,5,bagus layan ramah,positive,0,1,0,0,0,service,correct
Kopi Nako Bandung,5,harga jangkau layan bagus tempat bersih dan sejuk,positive,0,0,1,1,0,"ambience, price",correct
Kopi Nako Bandung,5,suasana nya tempat nya nyaman makanan minum nya muas harga nya worth it layan sama kak dinda nya ramah,positive,1,1,1,1,0,"taste, service, ambience, price",correct
Kopi Nako Bandung,5,layan ramah kopi enak,positive,1,1,0,0,0,"taste, service",correct
Kopi Nako Bandung,5,pw abis minggu 3x kesini dan gapernah bosen,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat cozy,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,makan enak,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,they have variative coffee menu the place is relaxing,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,kopi nya strong pis dan maknyos,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,minuman nya enak apalagi makanan nya tidak kalah enak banget layan super ramah,positive,1,1,0,0,0,"taste, service",correct
Kopi Nako Bandung,5,cozy,negative,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,ramah layan saji cepet wc bersih bawa anak pun aman recomended buat nongkrong menu makan banyak promo dengan card juga ada nice place,positive,0,1,1,1,0,"service, ambience, price",correct
Kopi Nako Bandung,5,suasana cukup senang makanan enak,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,tempat enak minuman makanan enak smuaa layan ramah great,positive,1,1,1,0,0,"taste, service, ambience",correct
Kopi Nako Bandung,5,tempat enak buat nyantai sendiri enak juga buat grup makanannharganya jangkau minum juga enak enak,positive,1,0,1,1,0,"taste, ambience, price",correct
Kopi Nako Bandung,5,tempat enak es krim nya mantul,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,2,makanan datang lama banget pas sudah ready makan itu tidak panas sama skali malah cm anget2 kuku doang,negative,1,1,1,0,0,"taste, service, ambience",correct
Kopi Nako Bandung,5,tempat nyaman buat nongkrong adem kopi enak rekomend banget di bandung,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,belum di minum udah enak kok,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,layan cepat,positive,0,1,0,0,0,service,correct
Kopi Nako Bandung,5,makan enak,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,suka banget suasana sejuk ademnn,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat enak adem estetik lucu buat foto2 makanan enak mantap,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat nyaman makanan enak tenan,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,tempat estetik dan natural,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,enakeun tempat,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,mantap nako everywhere pisang goreng kopi item jng pe skip,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,nyobain kopi nako strong nya enak,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,layan nya bagus makanan minuman nya enak,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,joss ada d bdg biasa langgan d cianjur kopi enak makanana manyoss,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,salah satu kedai kopi favorit saya di bandung rasa kopi sesuai selera saya dan ada varian strongnya makan juga enak semua favorit saya nasi merem melek daging untuk harga standart cafe bandung dan reasonable price tempat sangat luas rindang ada pilih outdoor dan indoor ambience nyaman untuk dar ngobrol sama teman atau nongkrong rame rame parkir juga lumayan luas layan sangat baik dan ramah pesan juga datang kurang lebih 10 menit hitung dari mes,positive,1,1,1,1,0,"taste, service, ambience, price, facility",correct
Kopi Nako Bandung,5,makan enak enak temotnya coy cocok banget buat nongkrong manja,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,tempat nyaman makanan dan minum enak,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,kopi sobat best sih suasana cocok biat anak senja,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,tempat nongkrong yg nyaman lokasi strategis di tengah kota bdg,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,sudah tidak ada bot yg nongkrong loh skrang wkkwkwk jadi aman,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,suasananjya nyaman banget enak buat wfc kopi mantap juara pokok,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,kopi enak dari sma kesini teruss goodjob,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,bagus dan nyaman,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,makan enak service bagus,positive,1,1,0,0,0,"taste, service",correct
Kopi Nako Bandung,5,tempe mendoan enak banget menu favorit sini,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,tempat sangat jempol,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat nyamaan santay tidak berisik enak buat nongkrong diskusi dan pacaraan,positive,1,0,1,0,0,"taste, ambience, facility",correct
Kopi Nako Bandung,5,nice place to relax just to have a cup of coffee or hanging out,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,tempat cozy makanan enak minuman mantap pilih tepat,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,layan nya ramah banget makan juga recommended banget wajib cobain kesini,positive,0,1,0,0,0,service,correct
Kopi Nako Bandung,5,rekomended tempat nyaman dan banyak tempat duduk makan juga enak enak,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,such a nice place in bandung worth to try,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat nyaman strategis enak buat wfc,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,suasana bagus,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,layan bagus dan ramah ramah,positive,0,1,0,0,0,service,correct
Kopi Nako Bandung,5,bagus dan nyaman,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat adem karena banyak pohon pokok best kali buat nongkrong,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,cocok buat nongki bareng temen apalagi sama calon istri,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,bagus banget tempat layan juga ramah banget dan minumanya juga enak enak,positive,1,1,1,0,0,"taste, service, ambience",correct
Kopi Nako Bandung,5,minum enak staff baik baik dan ramah poll,positive,1,1,0,0,0,"taste, service",correct
Kopi Nako Bandung,5,kopi nikmat mantap tempat nyaman dan enak untuk ngopi curhat bareng teman jauh2 dari padalarang cuma ingin kesini poko recomend sih klo kata aku mah,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,love sama tempat dan kopi nya best,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,comfort place,negative,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat nyaman bagus minum wort it enak,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,tempat nyaman makanan enak apa lagi pisang nya kopi avocado nya best,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,nyaman buat nongkrong bareng temen layan baik,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,banyak gratis,positive,0,0,0,1,0,price,correct
Kopi Nako Bandung,5,enak banget tempat nya juga nyaman bangett,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,love this place we ll come back again,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,layan bagus,positive,0,1,0,0,0,service,correct
Kopi Nako Bandung,5,pw banget tempatnyaa,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,kopi enak lingkung juga nyaman untuk nugas,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,kopi enak apalagi mie ayam,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,enak banget kopi nako banyak promo servicenya ramah banget,positive,1,1,0,0,0,"taste, service",correct
Kopi Nako Bandung,5,layan ramah sama saji cepat makasih kopi nako,positive,1,1,0,0,0,"taste, service",correct
Kopi Nako Bandung,5,mantap enakeun,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,nyaman sekaleh,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,seru tmpatnya oke,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,saji cepat kaka nya ramah,positive,0,1,0,0,0,service,correct
Kopi Nako Bandung,5,enak banget,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,tempat bagus,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,suka banget sama kopi susu nya pass banget rasa banget kopi nya dan layan nya pun cukup ok,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,estetik,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,suasana nyaman enak untuk wfh,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,sangat cocok buat nongkrong,positive,0,0,0,0,0,ambience,correct
Kopi Nako Bandung,5,kopi terenaak suasana enak,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,best coffeeshop di bandung,positive,1,1,1,1,1,"taste, service, ambience, price, packaging",correct
Kopi Nako Bandung,5,coffee nya enak,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,bagus tempat nya dan makanan nya enak2 layan pegawai ramah2 banget untuk mas zidan ramah sekali bersih dan nyaman,positive,1,1,1,0,0,"taste, service, ambience",correct
Kopi Nako Bandung,5,teteh teteh nya cantik baik madep,positive,0,1,0,0,0,service,correct
Kopi Nako Bandung,5,good place and good tes,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,minuman nya enak tempat nongkrong yang cozy,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,nyaman muas,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,temptnya enak matchanya enak service oke,positive,1,1,0,0,0,"taste, service",correct
Kopi Nako Bandung,5,cozzy place,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,nicee mantaps pis kopi nya,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,good vibes,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,layan cepat tempat nongkrong asik,positive,0,1,1,0,0,"service, ambience",correct
Kopi Nako Bandung,5,nyamaan tempat nya kopi juga enak hargaa jangkau,positive,1,0,1,1,0,"taste, ambience, price",correct
Kopi Nako Bandung,5,kopi mantap,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,kopi mantap,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,cozy place,positive,0,0,1,0,0,facility,correct
Kopi Nako Bandung,5,tempat sangat nyaman udara segar kopi lumayan enak pisang goreng dan kentang goreng juga enak ada tempat ber ac no smoking juga yg smoking area,positive,1,0,1,0,0,"taste, ambience, facility",correct
Kopi Nako Bandung,4,tempat yg pasti always klo kopi nako ma mantap apalgi kopi minus layan tingkatin lagi yaaa sen minuman duluan makan nunggu hampir jam pdhl langgan gak lagi membludak banyak masih normal makanan dtg minuman dah abis baik lagi layan nya ya kak fighting thanks,negative,1,1,1,0,0,"taste, service, ambience",correct
Kopi Nako Bandung,5,good vibe,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat nyaman banget layan nya jga ramah banget,positive,0,1,1,0,0,"service, ambience",correct
Kopi Nako Bandung,5,makan enak banget apalagi kwetiau sama donat siramnyaa tempat enak jugaa layan ramah ramah luv,positive,1,1,1,0,0,"taste, service, ambience",correct
Kopi Nako Bandung,5,tempat sangat nyaman receptionis ramah asikk deh pokok apalgi sore abis ujann beuuh syahdu baget lah,positive,0,1,1,0,0,"service, ambience",correct
Kopi Nako Bandung,5,cozy place,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,keren tempat enak kopi suka,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,rekomendasi banget buat nongkrong,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,baru pertama datang suasana sejuk sekali nyaman sekali kalian harus datang deh,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,good place,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat strategis nyaman karyawannya friendly ramah semua,positive,0,1,1,0,0,"service, ambience",correct
Kopi Nako Bandung,5,good ambience here,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat nyaman makanan enak cozy place,positive,1,0,1,0,0,"taste, ambience, facility",correct
Kopi Nako Bandung,5,makan enaak tempat enak jugaa nyaman,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,tempat nyaman untuk ngopi cantik,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,enak semuanyaa,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,enak banget makasii bintang 5,positive,1,0,1,0,0,taste,correct
Kopi Nako Bandung,5,worth it buat kumpul,positive,0,0,0,1,0,price,correct
Kopi Nako Bandung,3,layan ok kopi ok nasi goreng ayam dan tahu garang asem biasa banget,positive,1,1,0,0,0,"taste, service",correct
Kopi Nako Bandung,5,paling best buat tempat ngopi bareng temen,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,1,mungkin bisa baik lagi untuk sistem aman parkir barangkali bisa punya security sendiri jadi gaada jukir liar yg ngotot mintain duit beli kopi doang tidak sampe nongkrong yg berjam2 tagih 3rb tapi ini bukan masalah nominal yaa moga jadi masuk,negative,1,0,0,0,0,"ambience, service",correct
Kopi Nako Bandung,5,mantap ramah bersih enak juga makan rekomen banget,positive,1,1,1,0,0,"taste, service, ambience",correct
Kopi Nako Bandung,5,tempat enak makan juga enak,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,nyaman tempat,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat nyaman buat arisan dan kumpul kumpul,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,coozy enak enak enak,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,layan ramah tempat nya sangat natural bikin betah,positive,0,1,1,0,0,"service, ambience",correct
Kopi Nako Bandung,5,tempat cozy makan enak,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,tempat nyaman banget bersih juga makananya enak enaak hihi,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,makan enak banget trs banyak jugaa harganyaa juga terjangkauu live musik nya seru tempat nyaman dan bersih juga hihi luv,positive,1,0,1,1,0,"taste, ambience, price",correct
Kopi Nako Bandung,5,tempat nyaman banget makananya juga enak sekali buanyakk pulaak hihi pelayananya ramah banget banget banget whehehehe yeay pokonyaa kopi nako ini beztt banget,positive,1,1,1,0,0,"taste, service, ambience",correct
Kopi Nako Bandung,5,sejuk,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat nongki paling nyaman,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,kopi nyaa enak makan enak tempat apa lagi enak buat nongkrong,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,ngopi adem di kota bandung tempat asri banget banyak pohon pohon harga kopi sama makan juga worth it dan rasa pas cocok banget buat nongki bareng kawan kawan sini,positive,1,0,1,1,0,"taste, ambience, price",correct
Kopi Nako Bandung,5,enak banget,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,tempaatt yaaa enak makanan yaa enak layan yaaa ramah2 syuka pokok yaaa,positive,1,1,1,0,0,"taste, service",correct
Kopi Nako Bandung,5,mantap kopi nya enak barista nya baikk seru tempat nyaman banget recommended kalo nyari tempat nongki kesini ajaa,positive,1,1,1,0,0,"taste, service, ambience",correct
Kopi Nako Bandung,5,nyaman porsi mantap ena ena,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat nya nyaman banget buat nongkrong dan makanan dan minum harga jangkau dan delicious,positive,1,0,1,1,0,"taste, ambience, price",correct
Kopi Nako Bandung,5,bikin nagih moga tahan rasa dan service nya,positive,1,1,0,0,0,"taste, service",correct
Kopi Nako Bandung,5,tempat nyaman teduh layan juga ramah banyak pilih menu enak buat santai nongkrong sama temen2,positive,1,1,1,0,0,"taste, service, ambience",correct
Kopi Nako Bandung,5,layan ramah harga murah rasa enak banyak diskon,positive,1,1,0,1,0,"taste, service, price",correct
Kopi Nako Bandung,5,recommended banget buat nugas atau nongki viewnya adem wifinya juga cepet pelayananannya juga bagus banget udah jadi tempat favo banget,positive,0,1,1,0,0,"service, ambience, facility",correct
Kopi Nako Bandung,5,nongkrong di kopi nako tempat nyaman minum enak dan cocok jadi tempat santai,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,tempat enak bangett cocok untuk nongkrong nugas kopi enak jugaa,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,udah sering ke sini vibe ok food ok,positive,1,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,sangat enak dan nyaman sejuk pula,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,nice ambience,positive,0,0,0,0,0,ambience,correct
Kopi Nako Bandung,5,layan sangat ramah makanan dan minuman nya enak enak,positive,1,1,0,0,0,"taste, service",correct
Kopi Nako Bandung,5,mantap si enjoy banget andal ngopi sampe subuh,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,makanan sama minum enak banget layan juga ramah ramah dan sudah gaada orang yang aneh yang orang bilang,positive,1,1,0,0,0,"taste, service",correct
Kopi Nako Bandung,5,tempat nya nyaman,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat nya nyaman makanan nyaman kopi baik,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,karyawannya friendly banget tempat aesthetic dan sejuk roti juga enak banget,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,tempat nyaman banget dan kariyawannya pada friendly banget recommend banget cafe ini,positive,0,1,1,0,0,"ambience, service",correct
Kopi Nako Bandung,5,tempat luas dan nyaman banyak pilih menu nya,positive,0,1,1,0,0,"ambience, service",correct
Kopi Nako Bandung,5,rekomen banget tempat layan rasa oke banget matcha nya paling best 10 10,positive,1,1,1,0,0,"taste, layanan, ambience",correct
Kopi Nako Bandung,5,makanan dan minuman rekomended banget,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,over all good tempat cozy buat ngumpul2,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,enak tempat nya buat nongkrong harga jangkau,positive,1,0,1,1,0,"taste, ambience, price",correct
Kopi Nako Bandung,5,tempat nyaman ada live music layan baik sekali reccomended,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,4,suasana adem dingin makanan enak dan pedas minuman segar dan lezat untuk saran perlu lebih banyak colok untuk laptop dan hp agar lebih dekat ke konsumen overall 95 recommended,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,tempat enakeun,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,nyaman cozy,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,good service,positive,0,1,0,0,0,service,correct
Kopi Nako Bandung,5,matcha latte da best,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,cuankinya enak tahu lada garam enak yang paling enak tempat nyaman banget buat nongkrong lama,positive,1,1,1,0,0,"taste, service, ambience",correct
Kopi Nako Bandung,5,tempat cozy makanan enak kopi mantap,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,kopi enak kemaren coba kopi duren tempat juga enak cm musholanya sama kamar mandi agak gelap,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,4,good vibe good people,positive,0,1,1,0,0,"ambience, service",correct
Kopi Nako Bandung,5,lepas dari image tempat ini yang tapi untuk ku enak si ini ambience nya apalagi untuk produktivitas kalo weekdays trs siang ke sore enak banget karna tidak terlalu padet juga pilih sudut tempat juga banyak kalo malming mungkin beda lagi ya vibe nya tapi recommend banget si kalo untuk nugas wfc,positive,1,1,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,kopi enak suasana bagus,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,tempat asik da life musik kopi agam mantul deh,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,varian kopi selalu enak makananya enak enak,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,nyaman tempat,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,untuk tempat dan layan sudah cukup nyaman,positive,0,1,1,0,0,"service, ambience",correct
Kopi Nako Bandung,5,tempat sangat enak dan sejuk selain untuk makan jadi tempat kerja tugas oke sih,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,tempat aistetik puas untuk nongkrong sampai malam,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,makanan dan monumannya enak enak waiternya juga baik baikk,positive,1,1,0,0,0,"taste, service",correct
Kopi Nako Bandung,5,tempat nya sangat nyaman para waiternya juga ramah ramah semua,positive,0,1,1,0,0,"service, ambience",correct
Kopi Nako Bandung,5,kopi nako bandung cikutra kopi kaktus enak suasana asri rindang tengah kota bandung enak ngumpul bareng kawan2,positive,1,0,1,0,0,"taste, ambience",correct
