review_id,brand,brand_alias,aspect,sentiment,text
kenangan_0560,Kopi Kenangan,National Brand,ambiance,negative,"Kopi kenangan terburuk yg pernah d temui Pegawai nya sangat tengik ,,antri lebih awal bisa lebih dulu yg baru pesan sangat tengik pegawai nya Antrian tidak jelas dan pelayanan sangat buruk ,,, Sangat tidak recommended mending beli d tempat yg lain"
kenangan_0560,Kopi Kenangan,National Brand,service,negative,"Kopi kenangan terburuk yg pernah d temui Pegawai nya sangat tengik ,,antri lebih awal bisa lebih dulu yg baru pesan sangat tengik pegawai nya Antrian tidak jelas dan pelayanan sangat buruk ,,, Sangat tidak recommended mending beli d tempat yg lain"
kenangan_0560,Kopi Kenangan,National Brand,taste,negative,"Kopi kenangan terburuk yg pernah d temui Pegawai nya sangat tengik ,,antri lebih awal bisa lebih dulu yg baru pesan sangat tengik pegawai nya Antrian tidak jelas dan pelayanan sangat buruk ,,, Sangat tidak recommended mending beli d tempat yg lain"
kenangan_0561,Kopi Kenangan,National Brand,ambiance,positive,Ok dong harga gak terlalu mahal tempat enak cuma musiknya kdg terlalu kenceng
kenangan_0561,Kopi Kenangan,National Brand,price,positive,Ok dong harga gak terlalu mahal tempat enak cuma musiknya kdg terlalu kenceng
kenangan_0561,Kopi Kenangan,National Brand,taste,positive,Ok dong harga gak terlalu mahal tempat enak cuma musiknya kdg terlalu kenceng
kenangan_0562,Kopi Kenangan,National Brand,service,positive,"Good service sekali, mau mendengar kan request an customer nyaa , pokonya untuk Kaka yg bikin kopi nyaa bestt Ini customer online mu yg selalu request kopinya 30% hehe terimakasih yaaa"
kenangan_0562,Kopi Kenangan,National Brand,taste,positive,"Good service sekali, mau mendengar kan request an customer nyaa , pokonya untuk Kaka yg bikin kopi nyaa bestt Ini customer online mu yg selalu request kopinya 30% hehe terimakasih yaaa"
kenangan_0563,Kopi Kenangan,National Brand,taste,positive,Untuk Menu minum sangat memuaskan tp menu nasi gorengnya kurang pas di lidah. Sepertinya itu nasi goreng instan yang hanya dipanaskan namun untuk rotinya cukup enak
kenangan_0564,Kopi Kenangan,National Brand,ambiance,positive,"jujur soal kopi juara banget sih.tempatnya nyaman bersih,dan pelayanan baristanya pun sangat oke.cuma ada satu yang bikin ga nyaman banget,masalahnya ada di tukang parkir yang gak tau tatakrama,sudah pungli gak tau diri.TUKANG PARKIR DUNGU MENGANGGU KENYAMANAN"
kenangan_0564,Kopi Kenangan,National Brand,service,positive,"jujur soal kopi juara banget sih.tempatnya nyaman bersih,dan pelayanan baristanya pun sangat oke.cuma ada satu yang bikin ga nyaman banget,masalahnya ada di tukang parkir yang gak tau tatakrama,sudah pungli gak tau diri.TUKANG PARKIR DUNGU MENGANGGU KENYAMANAN"
kenangan_0564,Kopi Kenangan,National Brand,taste,positive,"jujur soal kopi juara banget sih.tempatnya nyaman bersih,dan pelayanan baristanya pun sangat oke.cuma ada satu yang bikin ga nyaman banget,masalahnya ada di tukang parkir yang gak tau tatakrama,sudah pungli gak tau diri.TUKANG PARKIR DUNGU MENGANGGU KENYAMANAN"
kenangan_0567,Kopi Kenangan,National Brand,ambiance,positive,Tempatnya nyaman dan Kopi nya enak
kenangan_0567,Kopi Kenangan,National Brand,taste,positive,Tempatnya nyaman dan Kopi nya enak
kenangan_0569,Kopi Kenangan,National Brand,ambiance,positive,"Tempatnya bersih, cukup teratur dan menjaga protokol kesehatan, pelayanan cukup cepat dan ramah, hanya saja tempat parkir yang terbilang sempit.. Kalau untuk menu terhitung variatif, bahkan menawarkan jasa stand untuk acara kecil hingga cukup besar (1000 orang dengan pelayanan 4 barista)."
kenangan_0569,Kopi Kenangan,National Brand,service,positive,"Tempatnya bersih, cukup teratur dan menjaga protokol kesehatan, pelayanan cukup cepat dan ramah, hanya saja tempat parkir yang terbilang sempit.. Kalau untuk menu terhitung variatif, bahkan menawarkan jasa stand untuk acara kecil hingga cukup besar (1000 orang dengan pelayanan 4 barista)."
kenangan_0570,Kopi Kenangan,National Brand,ambiance,positive,"Tempatnya enak. Prokesnya jg ok, krn tiap meja di sekat akrilik. Kmrn minum kopi kenangan mantab, itu kopi susu dgn gula aren, manis n paitnya pas kalau buat saya. Yang jalan2 di cibaduyut sambil cari sepatu, udahnya bisa santai disini karna tempatnya nyaman."
kenangan_0570,Kopi Kenangan,National Brand,taste,positive,"Tempatnya enak. Prokesnya jg ok, krn tiap meja di sekat akrilik. Kmrn minum kopi kenangan mantab, itu kopi susu dgn gula aren, manis n paitnya pas kalau buat saya. Yang jalan2 di cibaduyut sambil cari sepatu, udahnya bisa santai disini karna tempatnya nyaman."
kenangan_0571,Kopi Kenangan,National Brand,ambiance,positive,TUKANG PARKIR BAPAK-BAPAK BERBADAN GEDE SUKA PAKE TOPI SUKA ASBUN GAK SOPAN. BIKIN MALES BALIK KE SINI. PADAHAL KOPINYA PAS. ENAK BUAT NONGKRONG LAMA. SINIS BANGET TUKANG PARKIRNYA SAMA YANG NONGKRONG LAMA.
kenangan_0571,Kopi Kenangan,National Brand,service,positive,TUKANG PARKIR BAPAK-BAPAK BERBADAN GEDE SUKA PAKE TOPI SUKA ASBUN GAK SOPAN. BIKIN MALES BALIK KE SINI. PADAHAL KOPINYA PAS. ENAK BUAT NONGKRONG LAMA. SINIS BANGET TUKANG PARKIRNYA SAMA YANG NONGKRONG LAMA.
kenangan_0571,Kopi Kenangan,National Brand,taste,positive,TUKANG PARKIR BAPAK-BAPAK BERBADAN GEDE SUKA PAKE TOPI SUKA ASBUN GAK SOPAN. BIKIN MALES BALIK KE SINI. PADAHAL KOPINYA PAS. ENAK BUAT NONGKRONG LAMA. SINIS BANGET TUKANG PARKIRNYA SAMA YANG NONGKRONG LAMA.
kenangan_0572,Kopi Kenangan,National Brand,ambiance,positive,"Kopinya enak+murah dan banyak promonya juga dihari tertentu dan promo aplikasi kopi kenangan. Tempatnya nyaman bersih, ada wifi juga, cocok buat ngerjain tugas atau meeting. Kurangnya cuma engga ada snack buat nemenin kita ngopi aja, semoga kopi kenangan bisa keluarin snack yaa biar nongkinya makin lengkap☺"
kenangan_0572,Kopi Kenangan,National Brand,price,positive,"Kopinya enak+murah dan banyak promonya juga dihari tertentu dan promo aplikasi kopi kenangan. Tempatnya nyaman bersih, ada wifi juga, cocok buat ngerjain tugas atau meeting. Kurangnya cuma engga ada snack buat nemenin kita ngopi aja, semoga kopi kenangan bisa keluarin snack yaa biar nongkinya makin lengkap☺"
kenangan_0572,Kopi Kenangan,National Brand,taste,positive,"Kopinya enak+murah dan banyak promonya juga dihari tertentu dan promo aplikasi kopi kenangan. Tempatnya nyaman bersih, ada wifi juga, cocok buat ngerjain tugas atau meeting. Kurangnya cuma engga ada snack buat nemenin kita ngopi aja, semoga kopi kenangan bisa keluarin snack yaa biar nongkinya makin lengkap☺"
kenangan_0573,Kopi Kenangan,National Brand,ambiance,positive,"Tempatnya luas.. nyaman buat nongkrong ataupun ngerjain tugas. Ada mushola juga. Hanya satu kekurangannya gak ada WiFi, sayang banget :(. Handling complaint disini jg bagus, ditindaklanjuti dgn cepat."
kenangan_0573,Kopi Kenangan,National Brand,service,positive,"Tempatnya luas.. nyaman buat nongkrong ataupun ngerjain tugas. Ada mushola juga. Hanya satu kekurangannya gak ada WiFi, sayang banget :(. Handling complaint disini jg bagus, ditindaklanjuti dgn cepat."
kenangan_0574,Kopi Kenangan,National Brand,service,positive,"Enak banget nongkrong disini, barista nya juga ramah ramah banget, makanannya enak bnget, rekomen sih kalo ngopi pasti kesini"
kenangan_0574,Kopi Kenangan,National Brand,taste,positive,"Enak banget nongkrong disini, barista nya juga ramah ramah banget, makanannya enak bnget, rekomen sih kalo ngopi pasti kesini"
kenangan_0575,Kopi Kenangan,National Brand,ambiance,positive,"berisik banget tempatnya karena jalanan ramai, orang-orang situ knalpot motornya berisik-berisik, ngobrolnya harus teriak-teriak.. untung kopinya enak.. jadi masih bisa tembus 3 bintang.."
kenangan_0575,Kopi Kenangan,National Brand,taste,positive,"berisik banget tempatnya karena jalanan ramai, orang-orang situ knalpot motornya berisik-berisik, ngobrolnya harus teriak-teriak.. untung kopinya enak.. jadi masih bisa tembus 3 bintang.."
kenangan_0576,Kopi Kenangan,National Brand,taste,negative,"Pesanan kosong malah duitnya dimaling, bukannya dibalikin padahal sudah mencapai persetujuan. Tidak ada adab pihak Kopi Kenangan ini. Tolong pekerjanya dididik."
kenangan_0577,Kopi Kenangan,National Brand,ambiance,positive,"Tempat nyaman untuk ngobrol santai,Di waktu sore"
kenangan_0578,Kopi Kenangan,National Brand,ambiance,positive,"Lokasi strategis , barista ramah , ada lantai 2 dan area outdoor jadi bisa langsung ngopi sambil menghadap ke jalan raya , spot bengong rekomen sih"
kenangan_0578,Kopi Kenangan,National Brand,service,positive,"Lokasi strategis , barista ramah , ada lantai 2 dan area outdoor jadi bisa langsung ngopi sambil menghadap ke jalan raya , spot bengong rekomen sih"
kenangan_0579,Kopi Kenangan,National Brand,ambiance,positive,Kenangan Mantan No Sugar enak + creamy Iced Latte enak + strong Iced Americano Juwara Beans lumayan enak Iced Matcha Latte terlalu manis aftertaste nya Pelayanan & Ambience so far so good ✨
kenangan_0579,Kopi Kenangan,National Brand,service,positive,Kenangan Mantan No Sugar enak + creamy Iced Latte enak + strong Iced Americano Juwara Beans lumayan enak Iced Matcha Latte terlalu manis aftertaste nya Pelayanan & Ambience so far so good ✨
kenangan_0579,Kopi Kenangan,National Brand,taste,positive,Kenangan Mantan No Sugar enak + creamy Iced Latte enak + strong Iced Americano Juwara Beans lumayan enak Iced Matcha Latte terlalu manis aftertaste nya Pelayanan & Ambience so far so good ✨
kenangan_0580,Kopi Kenangan,National Brand,ambiance,positive,"Sekarang tempat nya makin bagus, makin rame juga diatas nya, kebersihan nya juga oke Crew nya juga ramah, mantappp"
kenangan_0580,Kopi Kenangan,National Brand,service,positive,"Sekarang tempat nya makin bagus, makin rame juga diatas nya, kebersihan nya juga oke Crew nya juga ramah, mantappp"
kenangan_0581,Kopi Kenangan,National Brand,ambiance,negative,"Sumpah ya tempat nya tuh dah enak dan nyaman. Tapi ada aja kang parkir kek preman. Ditanya berapa kalau dua motor. Dengan enteng jawab 10 ribu eh buset. Lu kira ini mobil kah satunya 5 ribu. Please lah, adain kebijakan aturan parkir yang jelas"
kenangan_0581,Kopi Kenangan,National Brand,price,negative,"Sumpah ya tempat nya tuh dah enak dan nyaman. Tapi ada aja kang parkir kek preman. Ditanya berapa kalau dua motor. Dengan enteng jawab 10 ribu eh buset. Lu kira ini mobil kah satunya 5 ribu. Please lah, adain kebijakan aturan parkir yang jelas"
kenangan_0581,Kopi Kenangan,National Brand,taste,negative,"Sumpah ya tempat nya tuh dah enak dan nyaman. Tapi ada aja kang parkir kek preman. Ditanya berapa kalau dua motor. Dengan enteng jawab 10 ribu eh buset. Lu kira ini mobil kah satunya 5 ribu. Please lah, adain kebijakan aturan parkir yang jelas"
kenangan_0582,Kopi Kenangan,National Brand,packaging,negative,"The WORST EVER product and services!why the UNICORN COMPANY like kopi kenangan seperti ini ya? Saya hampir tiap hari beli kopken dgn detail yg sama di bbrp gerai dan dibuah batu lebih sering karna dekat kantor.tp kenapa kali ini seperti ini??? 1. Standar penyajian yg hanya setengahnya,saya disini order 2 cup large isinya dua2nya sama hanya setengah 2. Komunikasikan tolong kalau misalkan ada orderan yang tidak mengerti/lainnya anda dpt dikomuniksikan terlebih dahulu fitur chat kan canggih ya dijaman sekarang, apalagi sekelas kopken yg sampe punya aplikasi sendiri 3. Saya mengajukan pengembalian yg jelas2 ada buktinya(disini saya kesal kesali) kenapa ditolak??are u kidding me?? Kepada team management kopken tolong dijadikan concern ya, karna sayang sekali kalau cara menghandle complainnya seperti itu (menolak pengembalian), ingat Coffee shop sudah menjamur, competitor semakin banyak.terimakasih"
kenangan_0582,Kopi Kenangan,National Brand,service,negative,"The WORST EVER product and services!why the UNICORN COMPANY like kopi kenangan seperti ini ya? Saya hampir tiap hari beli kopken dgn detail yg sama di bbrp gerai dan dibuah batu lebih sering karna dekat kantor.tp kenapa kali ini seperti ini??? 1. Standar penyajian yg hanya setengahnya,saya disini order 2 cup large isinya dua2nya sama hanya setengah 2. Komunikasikan tolong kalau misalkan ada orderan yang tidak mengerti/lainnya anda dpt dikomuniksikan terlebih dahulu fitur chat kan canggih ya dijaman sekarang, apalagi sekelas kopken yg sampe punya aplikasi sendiri 3. Saya mengajukan pengembalian yg jelas2 ada buktinya(disini saya kesal kesali) kenapa ditolak??are u kidding me?? Kepada team management kopken tolong dijadikan concern ya, karna sayang sekali kalau cara menghandle complainnya seperti itu (menolak pengembalian), ingat Coffee shop sudah menjamur, competitor semakin banyak.terimakasih"
kenangan_0582,Kopi Kenangan,National Brand,taste,negative,"The WORST EVER product and services!why the UNICORN COMPANY like kopi kenangan seperti ini ya? Saya hampir tiap hari beli kopken dgn detail yg sama di bbrp gerai dan dibuah batu lebih sering karna dekat kantor.tp kenapa kali ini seperti ini??? 1. Standar penyajian yg hanya setengahnya,saya disini order 2 cup large isinya dua2nya sama hanya setengah 2. Komunikasikan tolong kalau misalkan ada orderan yang tidak mengerti/lainnya anda dpt dikomuniksikan terlebih dahulu fitur chat kan canggih ya dijaman sekarang, apalagi sekelas kopken yg sampe punya aplikasi sendiri 3. Saya mengajukan pengembalian yg jelas2 ada buktinya(disini saya kesal kesali) kenapa ditolak??are u kidding me?? Kepada team management kopken tolong dijadikan concern ya, karna sayang sekali kalau cara menghandle complainnya seperti itu (menolak pengembalian), ingat Coffee shop sudah menjamur, competitor semakin banyak.terimakasih"
kenangan_0583,Kopi Kenangan,National Brand,ambiance,positive,"Pelayanannya sangat baik, mas dan mba nya sangat ramah. Tempatnya luas bangetttttttttt. Cocok buat nongkrong lama"
kenangan_0583,Kopi Kenangan,National Brand,service,positive,"Pelayanannya sangat baik, mas dan mba nya sangat ramah. Tempatnya luas bangetttttttttt. Cocok buat nongkrong lama"
kenangan_0584,Kopi Kenangan,National Brand,ambiance,positive,"Tempatnya enak, tidak terlalu rame, banyak pilihan tempat duduk yg pas dan kopinya enak"
kenangan_0584,Kopi Kenangan,National Brand,taste,positive,"Tempatnya enak, tidak terlalu rame, banyak pilihan tempat duduk yg pas dan kopinya enak"
kenangan_0585,Kopi Kenangan,National Brand,ambiance,positive,"Kopinya enak, pelayanannya cepat dan ramah. Bisa pesan via aplikasi untuk pickup sendiri dan tetep bisa dine in kok. Tempatnya juga nyaman dan bersih, bisa buat WFC, nugas, baca, dll"
kenangan_0585,Kopi Kenangan,National Brand,service,positive,"Kopinya enak, pelayanannya cepat dan ramah. Bisa pesan via aplikasi untuk pickup sendiri dan tetep bisa dine in kok. Tempatnya juga nyaman dan bersih, bisa buat WFC, nugas, baca, dll"
kenangan_0585,Kopi Kenangan,National Brand,taste,positive,"Kopinya enak, pelayanannya cepat dan ramah. Bisa pesan via aplikasi untuk pickup sendiri dan tetep bisa dine in kok. Tempatnya juga nyaman dan bersih, bisa buat WFC, nugas, baca, dll"
kenangan_0586,Kopi Kenangan,National Brand,ambiance,positive,"Menemani temen ketemu kolega di sini, suasana nyaman, ada Wifi Gratis, pelayan cukup ramah dan di selingi alunan musik klasik....."
kenangan_0586,Kopi Kenangan,National Brand,service,positive,"Menemani temen ketemu kolega di sini, suasana nyaman, ada Wifi Gratis, pelayan cukup ramah dan di selingi alunan musik klasik....."
kenangan_0587,Kopi Kenangan,National Brand,price,positive,"comfort place aku klo udah bingung mau ngopi dimana, dan pw banget karna enakeunnn banyak promo"
kenangan_0588,Kopi Kenangan,National Brand,taste,negative,Roti gede sma tepung aja isian sedikit ..payah Kopi standar lah ...sama seperti yg lain ..cuma es nya ga pelit ....kaya es dikopiin.... bukan es kopi
kenangan_0589,Kopi Kenangan,National Brand,ambiance,positive,"Tempatnya dingin, kopinya okee enak laa. Pelayanannya ga lama. Bersih tempatnya"
kenangan_0589,Kopi Kenangan,National Brand,service,positive,"Tempatnya dingin, kopinya okee enak laa. Pelayanannya ga lama. Bersih tempatnya"
kenangan_0589,Kopi Kenangan,National Brand,taste,positive,"Tempatnya dingin, kopinya okee enak laa. Pelayanannya ga lama. Bersih tempatnya"
kenangan_0590,Kopi Kenangan,National Brand,service,positive,"Semua staff nyaaaaa ramah, top hospitality. Betah lama2 dan buka 24 jam"
kenangan_0591,Kopi Kenangan,National Brand,ambiance,positive,"Tempatnya gak luas tapi lumayan nyaman buat ngadem abis dari Griya di sebelahnya. Nyobain Kopi Kenangan Mantan yang diblend pake es (lupa namanya). Lebih enak yang biasa sih. Karena esnya banyak jadi kopinya gak terlalu berasa, agak encer."
kenangan_0591,Kopi Kenangan,National Brand,taste,positive,"Tempatnya gak luas tapi lumayan nyaman buat ngadem abis dari Griya di sebelahnya. Nyobain Kopi Kenangan Mantan yang diblend pake es (lupa namanya). Lebih enak yang biasa sih. Karena esnya banyak jadi kopinya gak terlalu berasa, agak encer."
kenangan_0592,Kopi Kenangan,National Brand,taste,positive,Bagus dan masih harus memenuhi permintaan istri saya: kopi kenangan tinggal 8 kali lagi wkwkw
kenangan_0593,Kopi Kenangan,National Brand,ambiance,positive,"Tempat : sangat nyaman, banyak space tempat yang tersedia, dan terjaga kebersihannya. Minuman : tidak pernah mengecewakan memang kopi kenangan itu, selalu memberikan kejutan disetiap menu minuman yang disediakan Harga : sangattttt terjangkau dan nikmat untuk sekedar nongkrong atau tugas"
kenangan_0593,Kopi Kenangan,National Brand,price,positive,"Tempat : sangat nyaman, banyak space tempat yang tersedia, dan terjaga kebersihannya. Minuman : tidak pernah mengecewakan memang kopi kenangan itu, selalu memberikan kejutan disetiap menu minuman yang disediakan Harga : sangattttt terjangkau dan nikmat untuk sekedar nongkrong atau tugas"
kenangan_0593,Kopi Kenangan,National Brand,taste,positive,"Tempat : sangat nyaman, banyak space tempat yang tersedia, dan terjaga kebersihannya. Minuman : tidak pernah mengecewakan memang kopi kenangan itu, selalu memberikan kejutan disetiap menu minuman yang disediakan Harga : sangattttt terjangkau dan nikmat untuk sekedar nongkrong atau tugas"
kenangan_0594,Kopi Kenangan,National Brand,ambiance,positive,"Kopi Kenangan Ruko Buah Batu, pas masuk counter nya adem dan nyaman luas, kebersihan terjaga baik, pegawainya ramah-ramah dan friendly. Klo kopi dan bakery nya standard yah. Toilet bersih, ada mushola dan tempat wudhu yang juga nyaman dan rapih, mukenandan sarung tersedia"
kenangan_0594,Kopi Kenangan,National Brand,service,positive,"Kopi Kenangan Ruko Buah Batu, pas masuk counter nya adem dan nyaman luas, kebersihan terjaga baik, pegawainya ramah-ramah dan friendly. Klo kopi dan bakery nya standard yah. Toilet bersih, ada mushola dan tempat wudhu yang juga nyaman dan rapih, mukenandan sarung tersedia"
kenangan_0594,Kopi Kenangan,National Brand,taste,positive,"Kopi Kenangan Ruko Buah Batu, pas masuk counter nya adem dan nyaman luas, kebersihan terjaga baik, pegawainya ramah-ramah dan friendly. Klo kopi dan bakery nya standard yah. Toilet bersih, ada mushola dan tempat wudhu yang juga nyaman dan rapih, mukenandan sarung tersedia"
kenangan_0596,Kopi Kenangan,National Brand,service,negative,Pelayanan lelet yg kerja cuma 1 orang
kenangan_0597,Kopi Kenangan,National Brand,ambiance,positive,"Tempat nyaman, enak buat nongkrong Bersantai Sekedar ngobrol"
kenangan_0597,Kopi Kenangan,National Brand,taste,positive,"Tempat nyaman, enak buat nongkrong Bersantai Sekedar ngobrol"
kenangan_0598,Kopi Kenangan,National Brand,price,positive,Join komunitas WhatsApp dan dapatkan potongan disc 12 ribu tanpa minimal pembelian..
kenangan_0599,Kopi Kenangan,National Brand,service,negative,"Kopi kenangan dengan pelayanan paling lama di kota bandung, pahdal order lewat aplikasi"
kenangan_0599,Kopi Kenangan,National Brand,taste,negative,"Kopi kenangan dengan pelayanan paling lama di kota bandung, pahdal order lewat aplikasi"
kenangan_0600,Kopi Kenangan,National Brand,ambiance,positive,"Tempat bagus, trus nyaman buat belajar jg nyaman bgt, apalagi yg suka nongkrong sumpah enak bgt, recommended bgtt trus kopi nya jg enakk"
kenangan_0600,Kopi Kenangan,National Brand,taste,positive,"Tempat bagus, trus nyaman buat belajar jg nyaman bgt, apalagi yg suka nongkrong sumpah enak bgt, recommended bgtt trus kopi nya jg enakk"
kenangan_0601,Kopi Kenangan,National Brand,ambiance,positive,Ada tempat smoking area yang cukup luas..namun sayang parkir mobil yang harus di ruko..kalau hujan aja kepikiran ya..agak jauh
kenangan_0602,Kopi Kenangan,National Brand,ambiance,positive,"Tempat Ngopi di Cibaduyut, enak buat nongkrong dekat bgt sama KFC akses nya gampang pinggir jalan bgt. Favorit tempat nya di sini"
kenangan_0602,Kopi Kenangan,National Brand,taste,positive,"Tempat Ngopi di Cibaduyut, enak buat nongkrong dekat bgt sama KFC akses nya gampang pinggir jalan bgt. Favorit tempat nya di sini"
kenangan_0603,Kopi Kenangan,National Brand,ambiance,positive,"Tempat nya bersih,pelayanan juga ramah2. Suasana nyaman, selalu beli salted caramel macchiato kalau ngopi disini"
kenangan_0603,Kopi Kenangan,National Brand,service,positive,"Tempat nya bersih,pelayanan juga ramah2. Suasana nyaman, selalu beli salted caramel macchiato kalau ngopi disini"
kenangan_0603,Kopi Kenangan,National Brand,taste,positive,"Tempat nya bersih,pelayanan juga ramah2. Suasana nyaman, selalu beli salted caramel macchiato kalau ngopi disini"
kenangan_0604,Kopi Kenangan,National Brand,ambiance,positive,"tempat paling the best nih buat nugas, buat moment ketemu orang bahkan buat moment pas lg sedih sendiri duduk ngopi sambil liatin hujan"
kenangan_0605,Kopi Kenangan,National Brand,taste,positive,"Seger banget minum kopi kengangan disini .. di tambah tempatnya mantap banget , sejuk , enak buat kongkow.."
kenangan_0606,Kopi Kenangan,National Brand,ambiance,positive,Tempat nya nyaman harga bersahabat... kemasan nya pun menarik.. ada promo dari senin sampai kamis..
kenangan_0606,Kopi Kenangan,National Brand,packaging,positive,Tempat nya nyaman harga bersahabat... kemasan nya pun menarik.. ada promo dari senin sampai kamis..
kenangan_0606,Kopi Kenangan,National Brand,price,positive,Tempat nya nyaman harga bersahabat... kemasan nya pun menarik.. ada promo dari senin sampai kamis..
kenangan_0608,Kopi Kenangan,National Brand,ambiance,positive,"bagus, seandainya ada wifi di dalem jadi ga perlu numpang wifi KFC sebelah lagi hehe"
kenangan_0609,Kopi Kenangan,National Brand,taste,positive,"I love you Kopi Kenangan, soooomuch!"
kenangan_0610,Kopi Kenangan,National Brand,service,positive,"Masalah rasa enak, kemasannya bagus, tempatnya bersih & bagus, penyajiannya cepat, pelayanannya ramah , lokasinya bagus & strategis"
kenangan_0610,Kopi Kenangan,National Brand,taste,positive,"Masalah rasa enak, kemasannya bagus, tempatnya bersih & bagus, penyajiannya cepat, pelayanannya ramah , lokasinya bagus & strategis"
kenangan_0611,Kopi Kenangan,National Brand,taste,positive,Rasa kopi nya gak ada yg ngalahin pokoknya joss
kenangan_0613,Kopi Kenangan,National Brand,ambiance,positive,"Tempat bersih, ruang tungguu nyaman ber AC, karyawati ramah sekali."
kenangan_0613,Kopi Kenangan,National Brand,service,positive,"Tempat bersih, ruang tungguu nyaman ber AC, karyawati ramah sekali."
kenangan_0614,Kopi Kenangan,National Brand,ambiance,positive,Tempatnya lumayan nyaman buat nongki cocok
kenangan_0615,Kopi Kenangan,National Brand,ambiance,positive,Suka suasananya. Cuman sayang ga ad wifi. Lokasinya pas. Mantab
kenangan_0616,Kopi Kenangan,National Brand,ambiance,positive,"Enak tempatnya, dipinggir jalan cibaduyut Ada tempat helm, kursi santai, dll"
kenangan_0616,Kopi Kenangan,National Brand,taste,positive,"Enak tempatnya, dipinggir jalan cibaduyut Ada tempat helm, kursi santai, dll"
kenangan_0617,Kopi Kenangan,National Brand,taste,positive,"kopi nya enak lumayan, space parkirnya kecil"
kenangan_0619,Kopi Kenangan,National Brand,taste,positive,"rasa coffee nikmat, hanya sebaiknya ada cemilan2 juga agar ngobrolnya lebih enak."
kenangan_0620,Kopi Kenangan,National Brand,ambiance,positive,"Tempat ku nongkrong,staff ramah,kopinya enak full deh"
kenangan_0620,Kopi Kenangan,National Brand,service,positive,"Tempat ku nongkrong,staff ramah,kopinya enak full deh"
kenangan_0620,Kopi Kenangan,National Brand,taste,positive,"Tempat ku nongkrong,staff ramah,kopinya enak full deh"
kenangan_0621,Kopi Kenangan,National Brand,ambiance,positive,"Posisi di pinggir jalan jadi ga ribet, buat nongkrong sambil nyeruput kopay cukup nyaman"
kenangan_0622,Kopi Kenangan,National Brand,ambiance,positive,"Good service, cuma parkirnya rada susah, byk motor ghoib yg parkir"
kenangan_0622,Kopi Kenangan,National Brand,service,positive,"Good service, cuma parkirnya rada susah, byk motor ghoib yg parkir"
kenangan_0623,Kopi Kenangan,National Brand,ambiance,negative,apaan tukang parkir kok kayak malakin orang
kenangan_0624,Kopi Kenangan,National Brand,ambiance,positive,Tempat nyaman. Parkir susah
kenangan_0625,Kopi Kenangan,National Brand,ambiance,positive,"♏αηταρ kopinya, harga kompetitif, namun parkir kurang refresentatif"
kenangan_0625,Kopi Kenangan,National Brand,price,positive,"♏αηταρ kopinya, harga kompetitif, namun parkir kurang refresentatif"
kenangan_0627,Kopi Kenangan,National Brand,ambiance,positive,"Tempatnya cozy, kopinya lebih creamy dibanding kopken yang lain"
kenangan_0629,Kopi Kenangan,National Brand,ambiance,positive,Suasananya santai dan nyaman
kenangan_0630,Kopi Kenangan,National Brand,service,positive,Bagus pelanyannya sangat ramah tapi saya untuk toilet.a tidak kran untuk wudhu
kenangan_0631,Kopi Kenangan,National Brand,ambiance,positive,Nyaman enak cozy banget tempat nya nyaman
kenangan_0631,Kopi Kenangan,National Brand,taste,positive,Nyaman enak cozy banget tempat nya nyaman
kenangan_0632,Kopi Kenangan,National Brand,price,positive,"Lumayan, tapi smoking room agak berisik, but worth it"
kenangan_0633,Kopi Kenangan,National Brand,taste,positive,"Kopi kenangan mantan enaaaaak banget, bikin hati deg deg an"
kenangan_0634,Kopi Kenangan,National Brand,ambiance,positive,Ok..oc dan nyaman plus oklah minumanya.
kenangan_0635,Kopi Kenangan,National Brand,ambiance,positive,Suasana nya cocok banget buat ngopi....
kenangan_0637,Kopi Kenangan,National Brand,ambiance,positive,Cukup nyaman dan baik dalam penerapan protokol kesehatan...
kenangan_0638,Kopi Kenangan,National Brand,price,negative,"Klo jual promo, jangan kasih roti yg exp hari yang sama. Gak semua orang beli skrng, buat dimakan sekarang juga. Klo niat promo kualitas juga sama!"
kenangan_0638,Kopi Kenangan,National Brand,taste,negative,"Klo jual promo, jangan kasih roti yg exp hari yang sama. Gak semua orang beli skrng, buat dimakan sekarang juga. Klo niat promo kualitas juga sama!"
kenangan_0639,Kopi Kenangan,National Brand,service,positive,"Suka banget sih di sini, pelayannya ramah, apalagi sama mas barista yang namanya Ajri . Moodboster banget kalau pesen sama mas ini hihii, ramah banget mas ajri ini. Pokonya the best banget kopi kenangan yang di buah batu ini, deket kantor juga, jadi ya gampang buat pergi ke sini."
kenangan_0639,Kopi Kenangan,National Brand,taste,positive,"Suka banget sih di sini, pelayannya ramah, apalagi sama mas barista yang namanya Ajri . Moodboster banget kalau pesen sama mas ini hihii, ramah banget mas ajri ini. Pokonya the best banget kopi kenangan yang di buah batu ini, deket kantor juga, jadi ya gampang buat pergi ke sini."
kenangan_0640,Kopi Kenangan,National Brand,service,negative,Menunggu 15 menit siang sama sekali ga dilayani sama kasir. Bagus sekali pelayanannya bikin kapok
kenangan_0641,Kopi Kenangan,National Brand,service,positive,"Dulu tahun 2022 pagi-pag iseng kesini buat beli kopi karena cuma megang cash, dan ternyata bisa pake cash. Pelayanannya juga ramah-ramah. Parkiran cukup, tempatnya bersih adem"
